RMAT,2.783713684210527,3.6534946578947376,0.043869026315789476,4.466163842105263,1.1879140789473683,0.01759276842105263
flickr-growth,2.4939523947368425,1.167093118421053,0.01968835789473684,1.2654822894736841,1.1627770789473684,0.03741917368421053
zhishi-hudong-relatedpages,0.07770841250000002,1.9547365384615385,0.09608270000000002,3.9700176923076924,0.4310237326923077,0.03968752307692309
wikipedia_link_en,8.846669877777778,7.819342000000001,0.7420853333333333,13.341980000000001,7.987329333333333,0.054581953333333336
twitter_www,84.1752827777778,30.520255555555558,3.5919638888888894,44.84223166666666,31.176798333333338,1.7513539444444441
random,0.35659463333333336,9.496227235294116,0.04451414705882353,0.5545425294117647,8.41910088235294,0.019886923529411762
pokec,0.2821871052631579,1.2215352982456142,0.026828368421052635,0.7563195789473683,1.252459052631579,0.03493461052631579
baidu,0.10611510789473684,0.8740076315789471,0.0315339894736842,4.052713684210527,0.7387182973684209,0.01749238421052632
wiki_communication,0.6053589705882354,0.15969839705882352,0.013659976470588234,0.21330060882352941,0.11230916862745094,0.015062458823529405
facebook,1.4602537222222223,2.702077777777777,0.09817543888888888,0.6497372222222224,8.31965369814815,0.3095334611111112
dbpedia,0.04864639288888896,3.4275844444444443,0.23947817111111103,0.177039,0.0,0.0
wiki_talk_en,2.0447572000000003,0.9924008666666665,0.029897679999999992,0.8050763666666667,0.6045816222222219,0.011603054000000002
livejournal,0.7172599999999999,3.9727926562500007,0.021576881250000002,1.129597595833333,3.4937633437499995,0.021755700000000003
twitter_mpi,37.99566535714285,46.034595238095235,0.38731099999999996,119.85572285714287,43.86053571428572,1.3591049285714285
wikipedia_en,2.5951804083333334,8.6137,1.3308533333333334,12.737558333333334,6.552358055555555,0.013252091666666665
